0.000000000000000000e+00,0.000000000000000000e+00,-4.706785973942601231e+00,-2.445902394637505139e+00,6.927751084492514622e+01,1.116218945946043789e-02,-7.754048069786292907e-02,9.939521501092628969e-03
0.000000000000000000e+00,1.000000000000000000e+00,-4.693118743234037993e+00,-2.442349950362526556e+00,6.928061676072090336e+01,1.144789455711103798e-02,-7.758665916935111873e-02,9.969160914330338352e-03
0.000000000000000000e+00,2.000000000000000000e+00,-4.687245701472591008e+00,-2.425494410668638245e+00,6.927085907791401098e+01,1.155266355760233010e-02,-7.746932741003681455e-02,9.940611640914726044e-03
0.000000000000000000e+00,3.000000000000000000e+00,-4.696276104906758064e+00,-2.444870557537638156e+00,6.927283660206794025e+01,1.136633169852347552e-02,-7.745832432613464213e-02,9.867551285621554633e-03
0.000000000000000000e+00,4.000000000000000000e+00,-4.653609369019306996e+00,-2.457518485652705031e+00,6.926776798013585790e+01,1.101792063335001355e-02,-7.750015416025060611e-02,9.983768939594199823e-03
1.000000000000000000e+00,0.000000000000000000e+00,-4.614474888954191556e+00,-2.490929192936428116e+00,6.926031179537149285e+01,1.186889551288856752e-02,-7.838422067290401474e-02,1.218524296953619156e-02
1.000000000000000000e+00,0.000000000000000000e+00,-4.655721297762170252e+00,-2.487164539590040135e+00,6.925085410284603427e+01,1.176430864127669430e-02,-7.838052589143454374e-02,1.224771451900644528e-02
1.000000000000000000e+00,0.000000000000000000e+00,-4.626538821200767870e+00,-2.527786308410705729e+00,6.928606539963158184e+01,1.127781449705065817e-02,-7.841744328030700317e-02,1.201391460386463939e-02
1.000000000000000000e+00,0.000000000000000000e+00,-4.635972960613742089e+00,-2.506944091753393167e+00,6.927503246910480073e+01,1.110248369163703216e-02,-7.840034139182287809e-02,1.209076085003592434e-02
1.000000000000000000e+00,0.000000000000000000e+00,-4.630518938669752060e+00,-2.524797651915951846e+00,6.927736374752183224e+01,1.130600177533878405e-02,-7.843342530960149828e-02,1.215563466338406493e-02
2.000000000000000000e+00,0.000000000000000000e+00,-4.672906441743180039e+00,-2.456869411944766490e+00,6.925213813816628772e+01,1.104603785199497791e-02,-7.749179601427513830e-02,9.737237773591898155e-03
2.000000000000000000e+00,0.000000000000000000e+00,-4.656292431601002590e+00,-2.446539217648652453e+00,6.924387513648854053e+01,1.105269858033577045e-02,-7.743406808298228250e-02,9.738870236111571432e-03
2.000000000000000000e+00,0.000000000000000000e+00,-4.654224038898121307e+00,-2.436007162595499764e+00,6.925802607627871055e+01,1.125853641298138474e-02,-7.748234529418432381e-02,9.723948875470116160e-03
2.000000000000000000e+00,0.000000000000000000e+00,-4.657539799432811378e+00,-2.429133711031571607e+00,6.926710631584484190e+01,1.141218504809293766e-02,-7.753721672526206476e-02,9.755653693790906217e-03
2.000000000000000000e+00,0.000000000000000000e+00,-4.676489392292239700e+00,-2.393429688279856471e+00,6.927632963343637584e+01,1.172612181008123033e-02,-7.759420135711145305e-02,9.852164308466321990e-03
3.000000000000000000e+00,0.000000000000000000e+00,-4.573207199449882410e+00,-2.049446518196305078e+00,6.930831357860256503e+01,1.188641601536481913e-02,-6.903390811950632644e-02,5.703903404064244488e-03
3.000000000000000000e+00,0.000000000000000000e+00,-4.592223450252276962e+00,-2.021109342271148357e+00,6.930116431642962027e+01,1.174635157401556461e-02,-6.904485408867741536e-02,5.765124265453179346e-03
3.000000000000000000e+00,0.000000000000000000e+00,-4.572147618945905378e+00,-2.007782597716021300e+00,6.930546037215454191e+01,1.151694118906039163e-02,-6.903618232062863624e-02,5.770924350003349412e-03
3.000000000000000000e+00,0.000000000000000000e+00,-4.578000364134993561e+00,-2.017901094532840389e+00,6.931200764918766311e+01,1.143305948484272215e-02,-6.901467916544594405e-02,5.777600651063754048e-03
3.000000000000000000e+00,0.000000000000000000e+00,-4.583357244506146344e+00,-2.006540178911621730e+00,6.930877440785994281e+01,1.192155611061933990e-02,-6.892524090097201794e-02,5.708528258153603568e-03
4.000000000000000000e+00,0.000000000000000000e+00,-4.486866011890356276e+00,-2.049774732984639414e+00,6.929709261419046129e+01,1.091786686752526520e-02,-6.838204421778820707e-02,7.256600836686640313e-03
4.000000000000000000e+00,0.000000000000000000e+00,-4.501247155920964360e+00,-2.059839629302377517e+00,6.931110923479610619e+01,1.126459737625678387e-02,-6.835820104385481599e-02,7.145682077627587073e-03
4.000000000000000000e+00,0.000000000000000000e+00,-4.492872212595386827e+00,-2.084404367563290172e+00,6.931318573723262944e+01,1.188231904724670884e-02,-6.831381319944468400e-02,7.148071646605405269e-03
4.000000000000000000e+00,0.000000000000000000e+00,-4.494304454954715311e+00,-2.058088008691963289e+00,6.930563691111851199e+01,1.130789212920931333e-02,-6.834171507665304235e-02,7.175076752047274131e-03
4.000000000000000000e+00,0.000000000000000000e+00,-4.496004338145610291e+00,-2.049493109132376034e+00,6.930517016263550545e+01,1.157813875921561222e-02,-6.824660437892050846e-02,7.119849864924950381e-03
5.000000000000000000e+00,0.000000000000000000e+00,-4.552982728507288357e+00,-2.018808114982985735e+00,6.928261461684593314e+01,1.218685878197947950e-02,-6.877842783705820362e-02,6.487676768917769246e-03
5.000000000000000000e+00,0.000000000000000000e+00,-4.570201081738048288e+00,-2.008196120287516706e+00,6.930300135916643001e+01,1.218897884663078246e-02,-6.881169761946959174e-02,6.410464389573288825e-03
5.000000000000000000e+00,0.000000000000000000e+00,-4.552060978417330261e+00,-2.012738011347762423e+00,6.928494375589151844e+01,1.175913358107731621e-02,-6.868592501416859175e-02,6.391189425793650583e-03
5.000000000000000000e+00,0.000000000000000000e+00,-4.566805740533368407e+00,-2.040322161436523452e+00,6.930452497658555444e+01,1.195534064220405909e-02,-6.873466732017483038e-02,6.316285465889245193e-03
5.000000000000000000e+00,0.000000000000000000e+00,-4.536471780877718629e+00,-2.063242090951391106e+00,6.928611722822930119e+01,1.152593636443079855e-02,-6.862142467216737762e-02,6.335099235230165493e-03
6.000000000000000000e+00,0.000000000000000000e+00,-4.372154950086780900e+00,-2.074849347625510099e+00,6.925200298829457779e+01,1.251350702511737530e-02,-6.950423366343369547e-02,5.677906355080735573e-03
6.000000000000000000e+00,0.000000000000000000e+00,-4.385351234554718758e+00,-2.076010292345555897e+00,6.926319750141016129e+01,1.282872997387211889e-02,-6.946664931983842495e-02,5.580438843252979661e-03
6.000000000000000000e+00,0.000000000000000000e+00,-4.386891626152191748e+00,-2.077217644835349653e+00,6.928170738726429079e+01,1.288793514900263629e-02,-6.949769012068120200e-02,5.529442480638822877e-03
6.000000000000000000e+00,0.000000000000000000e+00,-4.331059577404744232e+00,-2.142666283982371134e+00,6.925993032727150478e+01,1.241105531302516378e-02,-6.936442453801380803e-02,5.465261002680181501e-03
6.000000000000000000e+00,0.000000000000000000e+00,-4.380327222235735007e+00,-2.081965801805285565e+00,6.926703541264636499e+01,1.272975048506770450e-02,-6.933346251993857678e-02,5.439263975973334005e-03
7.000000000000000000e+00,0.000000000000000000e+00,-4.346079536250840647e+00,-2.177667051008230104e+00,6.925199225144328352e+01,1.225655815300267029e-02,-7.088973663205216935e-02,6.791881317853876512e-03
7.000000000000000000e+00,0.000000000000000000e+00,-4.368638876760542189e+00,-2.173543851415093542e+00,6.928696877855766445e+01,1.225520606704291401e-02,-7.099142219797270614e-02,6.648223283182616225e-03
7.000000000000000000e+00,0.000000000000000000e+00,-4.356982171452955299e+00,-2.154731534069902033e+00,6.926013405299063663e+01,1.242482172782695751e-02,-7.081851095733737722e-02,6.718073778938377962e-03
7.000000000000000000e+00,0.000000000000000000e+00,-4.381889867419602069e+00,-2.152105257509002278e+00,6.927327955705048623e+01,1.249834860399282564e-02,-7.084314222263987659e-02,6.666581030899110943e-03
7.000000000000000000e+00,0.000000000000000000e+00,-4.329091436082137534e+00,-2.152579330474877040e+00,6.922823181658907288e+01,1.302386662352954597e-02,-7.057797100957877157e-02,6.815133557732624969e-03
8.000000000000000000e+00,0.000000000000000000e+00,-3.881150212145087153e+00,-2.071149376506822293e+00,6.932707165657913606e+01,1.242229302588796283e-02,-6.301317971672640295e-02,1.429468644432001397e-02
8.000000000000000000e+00,0.000000000000000000e+00,-3.872740643493671087e+00,-2.073793924502214558e+00,6.927861658606641981e+01,1.280065629243708897e-02,-6.277172553225356111e-02,1.441597633628589024e-02
8.000000000000000000e+00,0.000000000000000000e+00,-3.891167268231640719e+00,-2.095219710122019130e+00,6.931535987214344630e+01,1.258195841791701769e-02,-6.290966378658573166e-02,1.429451715428220818e-02
8.000000000000000000e+00,0.000000000000000000e+00,-3.884604018390234614e+00,-2.106923073897498888e+00,6.929611200428793438e+01,1.257131688142275674e-02,-6.270393317289016388e-02,1.433062693429833744e-02
8.000000000000000000e+00,0.000000000000000000e+00,-3.882157377860778524e+00,-2.091877139482964054e+00,6.930057808512587769e+01,1.268342457128333531e-02,-6.269190866809370988e-02,1.427214754355041193e-02
9.000000000000000000e+00,0.000000000000000000e+00,-4.389618940890613885e+00,-2.103973337294235080e+00,6.924663208786840585e+01,1.279986712274903092e-02,-6.956537975309406985e-02,5.449309661118811009e-03
9.000000000000000000e+00,0.000000000000000000e+00,-4.377548567943506441e+00,-2.079154060296531270e+00,6.926544086086860830e+01,1.234386279728344818e-02,-6.960862962521746633e-02,5.320602033565703833e-03
9.000000000000000000e+00,0.000000000000000000e+00,-4.391558828065797115e+00,-2.102663347973493302e+00,6.927327314998231600e+01,1.248873901727974578e-02,-6.955015890312790661e-02,5.161966280829229266e-03
9.000000000000000000e+00,0.000000000000000000e+00,-4.420873771488288639e+00,-2.052257132450650445e+00,6.926675823789825870e+01,1.294202290345321943e-02,-6.950970138502479689e-02,5.231300008314709524e-03
9.000000000000000000e+00,0.000000000000000000e+00,-4.402680857308496343e+00,-2.076444272412637737e+00,6.926884823853768580e+01,1.328808309472876738e-02,-6.949566322817965491e-02,5.195770316368105053e-03
1.000000000000000000e+01,0.000000000000000000e+00,-4.309197977646363142e+00,-2.105447051208226839e+00,6.921182859426936318e+01,1.163820188162176077e-02,-7.084563187660333772e-02,2.009327080111696778e-03
1.000000000000000000e+01,0.000000000000000000e+00,-4.303815952531408584e+00,-2.142666475293184547e+00,6.922130444691576656e+01,1.167424761905890354e-02,-7.080847676814661096e-02,1.902663408003749893e-03
