48,48,0B,0.370672,0.583561,-0.343084,-0.635888,8.01585,8.42034,-268.309,8.01585,8.42034,-268.309,0.153615
56,56,0B,0.370721,0.583538,-0.34313,-0.635855,8.00805,8.46672,-268.324,8.00805,8.46672,-268.324,0.154426
64,64,0B,0.370726,0.583553,-0.342951,-0.635935,7.97404,8.46866,-268.47,7.97404,8.46866,-268.47,0.151983
72,72,0B,0.37122,0.583345,-0.343394,-0.635599,7.99149,8.51099,-268.419,7.99149,8.51099,-268.419,0.160663
80,80,0B,0.370643,0.583704,-0.342858,-0.635895,8.03947,8.54771,-268.427,8.03947,8.54771,-268.427,0.154501
88,88,0B,0.37067,0.583529,-0.343202,-0.635854,8.04309,8.40685,-268.351,8.04309,8.40685,-268.351,0.156548
96,96,0B,0.370824,0.583022,-0.343891,-0.635857,8.03289,8.41982,-268.276,8.03289,8.41982,-268.276,0.154324
104,104,0B,0.367299,0.57924,-0.347568,-0.639351,8.04653,9.40399,-268.047,8.04653,9.40399,-268.047,0.154925
112,112,0B,0.364338,0.577262,-0.349692,-0.641671,8.07086,10.1544,-268.02,8.07086,10.1544,-268.02,0.156361
120,120,0B,0.362933,0.573955,-0.353191,-0.643516,8.1204,10.5889,-267.844,8.1204,10.5889,-267.844,0.173655
128,128,0B,0.360975,0.571899,-0.354435,-0.645759,8.06648,11.0706,-267.611,8.06648,11.0706,-267.611,0.1754
136,136,0B,0.3601,0.571719,-0.356282,-0.645391,8.24845,11.2005,-267.493,8.24845,11.2005,-267.493,0.172767
144,144,0A,0.136537,0.630866,0.227888,0.728994,62.2195,8.01235,-259.706,62.2195,8.01235,-259.706,0.105091
144,144,0B,0.358719,0.571658,-0.356793,-0.645931,8.06951,11.2754,-267.769,8.06951,11.2754,-267.769,0.166581
152,152,0A,0.138832,0.631831,0.22829,0.727598,62.2613,8.05084,-259.142,62.2613,8.05084,-259.142,0.103258
152,152,0B,0.358231,0.572087,-0.357383,-0.645496,8.21646,11.4029,-267.862,8.21646,11.4029,-267.862,0.175248
160,160,0A,0.140924,0.632579,0.22835,0.726527,62.278,8.5501,-259.15,62.278,8.5501,-259.15,0.111177
160,160,0B,0.357249,0.572795,-0.357212,-0.645507,8.06422,11.3935,-268.141,8.06422,11.3935,-268.141,0.166937
168,168,0A,0.142692,0.63425,0.227298,0.725053,62.079,8.95459,-258.941,62.079,8.95459,-258.941,0.105366
168,168,0B,0.356711,0.573025,-0.358305,-0.644994,8.13988,11.3829,-268.185,8.13988,11.3829,-268.185,0.158579
176,176,0A,0.145556,0.635911,0.226447,0.723293,62.1562,8.9975,-258.646,62.1562,8.9975,-258.646,0.108469
176,176,0B,0.356212,0.573108,-0.359261,-0.644665,8.10678,11.4479,-268.313,8.10678,11.4479,-268.313,0.167305
184,184,0A,0.14787,0.637468,0.22651,0.721431,61.9569,9.37085,-258.504,61.9569,9.37085,-258.504,0.0984098
184,184,0B,0.355764,0.573477,-0.35991,-0.644222,8.14261,11.5414,-268.478,8.14261,11.5414,-268.478,0.167258
192,192,0A,0.150834,0.638693,0.226897,0.71961,62.0552,9.69499,-258.261,62.0552,9.69499,-258.261,0.0959539
192,192,0B,0.355208,0.573582,-0.360831,-0.64392,8.14834,11.6191,-268.583,8.14834,11.6191,-268.583,0.166009
200,200,0A,0.153843,0.640346,0.227087,0.717441,62.1018,9.95697,-258.163,62.1018,9.95697,-258.163,0.0985443
200,200,0B,0.355047,0.573804,-0.360847,-0.643802,8.05444,11.4913,-268.586,8.05444,11.4913,-268.586,0.163459
208,208,0A,0.157385,0.641964,0.227663,0.71504,62.1001,10.2595,-258.016,62.1001,10.2595,-258.016,0.0969082
208,208,0B,0.355309,0.573931,-0.36102,-0.643447,8.05659,11.5245,-268.693,8.05659,11.5245,-268.693,0.161331
216,216,0A,0.160378,0.644209,0.22687,0.712603,62.0832,10.4284,-258.002,62.0832,10.4284,-258.002,0.0972584
216,216,0B,0.355257,0.574169,-0.361156,-0.643187,8.10748,11.5196,-268.718,8.10748,11.5196,-268.718,0.173657
224,224,0A,0.164426,0.646269,0.22696,0.709781,62.0768,10.45,-257.827,62.0768,10.45,-257.827,0.107015
224,224,0B,0.355747,0.574967,-0.360795,-0.642406,8.14815,11.3148,-268.727,8.14815,11.3148,-268.727,0.166066
232,232,0A,0.167705,0.648499,0.226374,0.707163,62.0894,10.7842,-257.779,62.0894,10.7842,-257.779,0.102018
232,232,0B,0.356068,0.57581,-0.359597,-0.642144,7.99768,11.1026,-268.819,7.99768,11.1026,-268.819,0.162948
240,240,0A,0.17184,0.650332,0.226615,0.704405,62.1095,10.8979,-257.712,62.1095,10.8979,-257.712,0.100545
240,240,0B,0.356443,0.576463,-0.358444,-0.641994,8.04498,10.9828,-268.778,8.04498,10.9828,-268.778,0.168444
248,248,0A,0.177025,0.651779,0.227212,0.701584,62.1197,11.0784,-257.631,62.1197,11.0784,-257.631,0.0989464
248,248,0B,0.357335,0.576769,-0.357925,-0.641513,8.10185,10.8363,-268.837,8.10185,10.8363,-268.837,0.168742
256,256,0A,0.18191,0.653212,0.227539,0.698891,62.0982,11.2055,-257.513,62.0982,11.2055,-257.513,0.0945892
256,256,0B,0.358278,0.577088,-0.356726,-0.641367,8.05891,10.5386,-268.687,8.05891,10.5386,-268.687,0.16464
264,264,0A,0.186695,0.654734,0.227487,0.696217,62.1023,11.3642,-257.507,62.1023,11.3642,-257.507,0.0962215
264,264,0B,0.359196,0.577396,-0.355563,-0.641223,8.07218,10.2873,-268.533,8.07218,10.2873,-268.533,0.162527
272,272,0A,0.190516,0.656779,0.226867,0.693452,62.0446,11.6149,-257.392,62.0446,11.6149,-257.392,0.106029
272,272,0B,0.359244,0.577796,-0.353916,-0.641747,7.98794,10.2883,-268.519,7.98794,10.2883,-268.519,0.163405
280,280,0A,0.193784,0.658578,0.226118,0.691082,62.1302,12.0118,-257.403,62.1302,12.0118,-257.403,0.105053
280,280,0B,0.360908,0.577598,-0.353173,-0.641401,7.95359,10.0001,-268.471,7.95359,10.0001,-268.471,0.165004
288,288,0A,0.197539,0.660428,0.224863,0.688658,62.0943,12.3282,-257.387,62.0943,12.3282,-257.387,0.0980926
