0,0,1.58,1.58,1.58,0,2.87,2.87,2.87,0,24.32,24.32,24.32,0,16.14,16.14,16.14,0,0
0,0,26.98,26.98,26.98,0,7.9,7.9,7.9,0,4.61,4.61,4.61,0,-10.63,-10.63,-10.63,0,0
77,74,63.5,66.5,63.5,74,70.86,73.86,70.86,74,65.43,68.43,65.43,74,67.76,70.76,67.76,74,77
